,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,cloud,game
pants,-0.10606335,-0.08497874,-0.09875318,-0.13960475,-0.09399213,-0.07284096,-0.052466027,-0.113638684,-0.10550082,-0.059564486,-0.06438228,-0.026266262,-0.007168106,-0.049826965,-0.052364685,-0.032270048,0.018501196,0.010578372,-0.022342645,0.031019533,0.031831957,0.0619837,-0.09849103,-0.09899666,0.08391297,0.22753379,0.052356433,0.01568574,0.051700868,-0.027377117,-0.051348712,0.017985536,-0.013827011,-0.018939147,-0.0016770507,-0.0088464515,-0.0182873,-0.026275862,0.15133776,0.13032301,0.12800066,-0.06529758,0.012509399,-0.04905776,0.14581017,0.111107364,-0.0089263655,0.059415095,0.059752107,-0.049223088,-0.025925927,0.027142879,-0.010306183,-0.031476825,-0.020660968,0.06719176,0.05440712,-0.09627527,-0.040539168,-0.071203604,-0.083223775,0.014717134,-0.011877111,-0.060759906,-0.05578474,-0.10955092,-0.13581789,-0.07989851,-0.07047805,-0.07239166,-0.1546372,-0.1552766,-0.027682528,-0.006562762,-0.12407547,-0.07267013,-0.02796301,-0.0561336,-0.016307471,-0.072836146,-0.10942705,-0.093312055,-0.15142152,-0.2090226,-0.11041905,-0.020921953,-0.09281753,-0.1166091,-0.09528792,-0.076158226,-0.080718145,-0.08872684,-0.093302615,-0.072567165,-0.04440529,0.18578951,-0.13388647,-0.012455096,-0.07814223,-0.06298447,-0.11257398,-0.11998199,-0.012318863,-0.06880377,-0.079419434,-0.096889935,-0.036535144,-0.18413758,-0.22411957,-0.14399523,-0.06719829,-0.10074469,-0.16660258,-0.069129154,-0.007391367,-0.0664905,-0.07403955,-0.08177391,-0.029509613,-0.11008625,-0.16088113,-0.12441917,-0.059489433,-0.03554334,0.003438346,-0.038702663,-0.052499216,0.1263603,0.11617679,0.20130843,0.13082984,-0.1078518,-0.23273635,-0.06055899,-0.11493455,-0.06696194,0.311484,0.49917355,0.43263158,0.47721195,0.5050757,0.4824276,0.32156867,1.0000002,0.6933354,0.6308931,0.18201315,0.037311852,0.20364895,0.26529464,0.18791652,-0.050338544,-0.007733483,0.04794678,0.044513278,0.24765694,0.40718663,0.16433823,0.13605307,-0.08303739,-0.043293692,-0.055724464,-0.11476405
shorts,-0.122482255,-0.16399714,-0.12823817,-0.14592323,-0.13067332,-0.07596303,-0.122789726,-0.107885644,-0.042935938,-0.10201192,-0.08195009,-0.048018437,0.0039630956,-0.122786984,-0.122869946,-0.034186166,-0.05784121,-0.04312884,-0.09140298,0.13012421,0.13604823,0.14380454,-0.059243083,-0.067077346,0.17948383,0.39164782,0.08058291,0.048603818,0.09074573,0.0020291023,0.025824845,0.09136551,0.050033674,-0.003442478,-0.038676105,-0.06784076,-0.032804996,-0.029706907,0.11615099,0.06477051,0.110810265,-0.0031517255,0.0020149995,-0.025851626,0.112357035,0.0900377,0.044660356,0.07284687,0.03320917,-0.05987278,-0.10515699,0.027447898,0.027957246,-0.023194147,-0.032370083,-0.0014299098,0.034335174,-0.0033120736,-0.0788147,-0.051974025,-0.07548755,-0.053272765,-0.009466268,-0.038463194,-0.049665064,-0.14412254,-0.10900682,-0.04610325,-0.012145542,-0.046108093,-0.16366282,-0.1506148,-0.046909846,-0.007086559,-0.065143794,-0.06735335,-0.035065994,-0.012937119,-0.08091677,-0.09263502,-0.15062773,-0.048009753,-0.17126836,-0.15912649,-0.14700085,-0.070391156,-0.08226527,-0.13072509,-0.08779931,-0.054629315,-0.099253505,-0.1333198,-0.070196286,-0.14401527,-0.079999566,0.18897846,-0.10233988,0.01538902,-0.041262418,-0.00880206,-0.1853635,-0.14648119,-0.018832637,-0.068942755,-0.08385399,-0.08071977,-0.10752527,-0.17900059,-0.19024855,-0.13623503,-0.07101986,-0.06788002,-0.13152342,-0.15619789,-0.15339485,-0.12628338,-0.11955446,-0.16673356,-0.04685489,-0.055765767,-0.113238916,-0.043924425,-0.028331084,0.05216173,-0.005657387,0.0066233138,-0.012723707,0.06449518,0.097889245,0.18175137,0.054861724,-0.06782252,-0.14921686,-0.04609385,-0.07090935,-0.07435768,0.29165238,0.44289368,0.38817635,0.4161784,0.38207906,0.39746147,0.22083664,0.6933354,0.9999994,0.6441161,0.12526982,0.1157517,0.21148923,0.25403413,0.18698867,-0.008840296,0.038332738,0.08904563,0.14546949,0.27605063,0.42512542,0.20841014,0.12609799,-0.024640433,-0.0040299,-0.040191267,-0.061061904
jeans,-0.07238453,-0.11809184,-0.15249975,-0.11134716,-0.14068136,-0.08146537,-0.14434266,-0.09808521,-0.039741457,-0.11906664,-0.08328743,-0.0874034,-0.0013717273,-0.10696925,-0.091912284,-0.00042634457,0.02337415,-0.005196841,-0.00042868115,0.14850043,0.14268097,0.15115191,0.007006984,-0.0126519315,0.100810826,0.31965718,0.16815433,0.071520776,0.07793665,-0.042017322,-0.04560693,0.032907326,0.04425257,-0.049728915,-0.038519673,-0.08043275,-0.04066228,-0.05686424,0.13950457,0.053930312,0.09017989,-0.058885798,-0.030325979,-0.08732362,0.03846953,0.019004326,-0.01714179,0.04708847,0.051331673,-0.08413557,-0.08604932,0.086479224,-0.01545787,-0.072174035,-0.06365617,0.07312423,0.07425447,-0.056576956,-0.106075995,-0.050856277,-0.10905561,-0.079244986,-0.031549897,-0.04773614,-0.06462936,-0.06483231,-0.123996496,-0.071890265,-0.0304947,-0.09530978,-0.06307255,-0.1206415,-0.011671603,-0.025798623,-0.08440223,-0.085108966,-0.008852806,0.004078892,-0.069534585,-0.08330963,-0.079037264,-0.08804315,-0.16400951,-0.17870581,-0.051539607,-0.023420244,-0.04842797,-0.06863904,-0.08060935,-0.082452096,-0.06315361,-0.10510549,-0.013766324,-0.120909855,-0.04226446,0.23811404,-0.033992827,0.00355405,-0.06976506,-0.06802483,-0.12590307,-0.07931502,0.04133889,-0.02519838,-0.03065626,0.008277027,-0.02891299,-0.14433284,-0.17460611,-0.15028301,-0.066851825,-0.094556786,-0.16049695,-0.12740414,-0.13622086,-0.103859514,-0.110352814,-0.11090935,-0.11739841,-0.06257968,-0.11790809,-0.13338578,-0.04957315,-0.06928203,-0.06059678,-0.0642318,-0.059072934,0.063492775,0.12983987,0.14196013,0.022291217,-0.09347376,-0.13772327,-0.09628788,-0.11746791,-0.085167214,0.27798927,0.36920846,0.38784558,0.38599473,0.35746962,0.38374025,0.23525739,0.6308931,0.6441161,1.0000001,0.11447087,0.08697142,0.19244072,0.22367987,0.29157934,-0.0063059367,0.06536171,0.09404823,0.039720647,0.24827631,0.36623618,0.20090136,0.18346633,-0.020787071,-0.02294904,-0.06434045,-0.110345475
glove,-0.10743557,-0.10350478,-0.1535179,-0.12014069,-0.06123504,-0.101992734,-0.075769246,-0.10241289,-0.1151095,-0.0037703179,-0.07104274,-0.1668485,-0.09409365,-0.14136209,-0.123501286,-0.15791187,-0.10311155,-0.06571851,-0.12813732,0.09426661,0.09940834,0.10795969,0.17132734,0.38695395,0.10461084,0.0011742692,0.013815552,0.07100769,0.053289015,-0.017320951,-0.06109545,-0.075888306,-0.016836118,-0.04411947,-0.07776004,-0.08440725,-0.06901848,-0.04601697,0.04145113,-0.05543328,-0.046547417,-0.07055074,-0.0037676436,0.05345328,0.06070067,-0.046371453,0.01004703,-0.08083232,-0.011293951,0.04539126,-0.13003512,0.028633527,-0.021838136,-0.049959153,-0.08734622,-0.08134869,-0.08300129,-0.037885133,-0.060783207,-0.10200562,-0.025242668,0.14026602,0.009290747,0.05406409,-0.08444403,-0.032771338,-0.037493005,-0.053025566,-0.1307655,-0.05276594,-0.0548705,-0.1036761,-0.13745321,-0.118699595,-0.13034922,-0.12524869,-0.14797613,-0.079708286,-0.12497694,-0.18249387,-0.10609062,-0.09463449,-0.13724883,-0.18901455,-0.061283533,-0.13079478,-0.075981006,-0.088685036,-0.11267689,-0.10071645,-0.15130492,-0.16069376,-0.08743522,-0.061813246,-0.084382035,0.11934032,-0.037470695,0.11933367,0.036725257,-0.011849369,0.04347656,0.11847138,0.082366176,0.11919643,0.007944884,0.12754545,-0.030368231,-0.016836775,-0.039510906,0.08870287,0.07351108,-0.040096145,-0.027777031,-0.041271828,-0.010203924,-0.10680309,-0.0051293857,-0.06015898,-0.034663863,-0.030223325,-0.0028167758,-0.010704603,-0.04549193,0.085876085,-0.021962522,-0.03888383,0.0041832644,0.16822568,0.053804472,0.13499638,0.12525478,-0.013005328,-0.038302038,0.024934404,-0.009388501,-0.04342113,0.108005926,0.13622811,0.18185668,0.34011626,0.19727287,0.1563676,0.24047406,0.18201315,0.12526982,0.11447087,1.0000002,0.477114,0.34218508,0.27141574,0.24447338,0.0024010912,0.07014549,0.09476593,0.13455762,0.24796125,0.31716096,0.24638544,0.23798797,0.122218765,0.03477264,-0.050177295,0.044682488
mitten,-0.05664219,-0.12617177,-0.16836405,-0.087373346,-0.13879916,-0.12527452,-0.09692718,-0.100725785,-0.11317401,-0.08240365,-0.119189605,-0.17531982,-0.06381303,-0.12859967,-0.11516547,-0.12128776,-0.18515004,-0.112449974,-0.12007156,0.19871143,0.15741271,0.14004509,0.08428379,0.16225606,0.013193872,-0.032589324,0.00932794,0.04441449,-0.016578648,-0.017684365,-0.020693872,-0.051923443,-0.0358721,-0.10895889,-0.13230507,-0.13400018,-0.13603325,-0.08911878,-0.025035398,-0.10240071,-0.093654715,-0.059128582,-0.04728883,0.007855568,0.0390521,0.043361105,0.037152924,-0.069422886,-0.027680704,0.0042898827,-0.14317173,-0.13843626,-0.057630286,-0.09042246,-0.12339093,-0.04322061,-0.099885955,0.08979992,-0.12254557,-0.08913282,-0.051716097,0.051572133,0.004016628,0.09527187,-0.060801256,-0.020521086,0.02254021,0.0886085,0.070645556,-0.037699237,0.08763072,-0.021462891,-0.08679096,-0.113536716,-0.11764772,-0.1071698,-0.14352518,-0.0018905415,-0.024378395,-0.04542297,-0.09230153,-0.033827063,-0.047318954,-0.12083009,0.015542477,-0.054293122,-0.03831379,-0.13572992,-0.1634875,-0.05723001,-0.09492484,-0.18509272,-0.0142835835,-0.06452605,-0.09882166,0.06319916,-0.08783827,-0.0674632,0.0011774395,-0.003805479,0.021236528,0.0077765714,-0.070434764,0.01978559,0.02160765,0.16579908,-0.11489415,0.022431893,0.034953393,0.029421583,-0.010207873,-0.030642556,-0.011177018,-0.029227149,0.06842205,0.050354972,0.040057044,-0.08414067,0.033702873,0.003396555,-0.0033126222,-0.030628575,-0.04652891,0.1684511,-0.03788553,-0.07807118,-0.02888322,0.1456025,0.19107693,0.3572142,0.13825685,0.06537549,0.026448943,0.0023491764,-0.058722813,-0.07042408,0.05616704,0.1933606,0.04620449,0.05982431,0.019773405,0.3026045,0.3942083,0.037311852,0.1157517,0.08697142,0.477114,1.0000001,0.65894324,0.41811943,0.1637018,0.02808131,0.13346468,0.16243577,0.45403504,0.08816696,0.11698717,0.21556774,-0.012747416,-0.011693893,0.016943548,0.0060261553,-0.035391852
sock,-0.11522269,-0.12018218,-0.14988458,-0.111337975,-0.15065643,-0.107874274,-0.12773691,-0.09431453,-0.08132907,-0.087925166,-0.13754226,-0.14160313,-0.15472616,-0.1041183,-0.1397173,-0.061700515,-0.10895655,-0.055874955,-0.039717928,0.3009014,0.33632806,0.4073935,-0.020780444,0.066307396,0.085819535,0.25908047,0.046396628,0.07025299,0.058275413,0.016099088,0.053879313,0.067929156,-0.02372649,-0.05860775,-0.0701406,-0.05388545,-0.16687237,-0.102240816,0.021883715,-0.028804947,-0.06950988,-0.08948521,-0.044817723,-0.018691722,0.010524265,0.03359711,-0.008109748,-0.03867964,0.027289022,0.010230636,-0.10409764,-0.14252062,0.013467637,-0.08890587,-0.10914819,-0.029052071,-0.07218031,-0.06084324,-0.122162566,-0.065290675,-0.052270737,0.02720083,0.019865677,0.043611523,-0.0226714,-0.006240365,0.027723316,0.078898646,-0.030780802,-0.08460918,-0.047889054,-0.11705832,-0.09611008,-0.044768337,-0.091986045,-0.056792326,-0.19263993,-0.005335737,-0.010649849,-0.109009586,-0.12339479,-0.04955039,-0.03579609,-0.112940624,-0.06315194,-0.08989145,-0.08875319,-0.13390914,-0.19113821,-0.13830093,-0.13496985,-0.22592771,-0.056185946,-0.103964105,-0.083747774,0.18106696,-0.07940811,-0.1077856,-0.06827436,-0.039507903,-0.032645583,-0.096533045,-0.093479216,-0.03770882,0.049627688,0.08249515,0.011320199,0.010778477,0.017516136,-0.069426894,-0.09093852,-0.048675552,-0.022915594,0.041010603,0.1449326,0.016508253,-0.011218429,-0.12644126,0.029469542,-0.010797706,-0.07493266,-0.089391515,-0.11327492,0.082897305,-0.049979433,-0.1338177,-0.10173838,0.12807974,0.2089197,0.35065454,0.16707033,0.032443654,0.022838019,0.03628894,-0.0119146975,-0.087380864,0.08795132,0.25299466,0.09971003,0.02555988,0.051934835,0.341512,0.3645961,0.20364895,0.21148923,0.19244072,0.34218508,0.65894324,1.0000001,0.45108712,0.36375308,-0.017918784,0.023168426,0.1042763,0.20517911,0.09068559,0.16124478,0.21050863,0.09214542,-0.05938418,-0.07402055,-0.013074282,-0.03693726
slipper,-0.03686938,-0.051406123,-0.19058532,-0.14045943,-0.13981147,-0.17006646,-0.076668724,-0.10519966,-0.020450927,0.0007923822,-0.09161998,-0.117851585,0.033797197,-0.06415349,-0.128716,-0.10235751,-0.12998608,-0.11123371,-0.111257896,0.3770497,0.31756675,0.25839677,-0.093336865,-0.091435485,-0.2134839,0.099959165,-0.026655447,0.051592432,-0.0273966,-0.05425925,0.009359124,-0.035800528,-0.010382574,0.018446011,0.0859282,0.005679444,-0.09622088,-0.075933196,0.10004395,0.1343514,0.028614827,-0.008463947,-0.032571193,-0.07414764,0.20279203,0.20569202,-0.021686826,-0.028802227,0.032579623,-0.016877651,-0.035075344,-0.07731502,0.02351881,-0.00831596,-0.099761635,-0.028118487,-0.07084807,-0.054862443,-0.1716182,-0.11128432,-0.14112872,-0.03421357,0.027834851,-0.03381934,-0.11918081,-0.11512871,0.016872987,0.030122165,0.012322433,-0.023247613,-0.0068968795,-0.021355096,-0.07661414,-0.1031327,-0.11248875,-0.13619953,-0.11213971,0.0057362365,-0.13867652,-0.04332153,-0.075383216,0.01384834,-0.05752352,-0.09911821,-0.075277686,-0.16237158,-0.009010529,-0.13961518,-0.14485571,-0.12128651,-0.035660278,-0.16331704,-0.14288716,-0.08417541,-0.17096178,0.17446059,-0.17895709,-0.1323381,-0.15736355,-0.13353837,0.016975712,-0.15997672,-0.019409113,-0.050679512,0.052163236,0.13529643,0.0031695887,-0.07174282,-0.042086225,-0.077527605,-0.15002178,-0.18392015,-0.07186731,-0.113331944,0.024471015,0.034266964,0.056221813,-0.08929474,-0.02482295,-0.083652355,-0.060602523,-0.07696432,-0.108418,0.051633272,0.09594412,-0.06673628,-0.1330513,0.018733636,0.2602785,0.24271467,0.17343968,0.03600793,0.14054272,0.029245231,-0.076520346,-0.11411774,0.08884161,0.31457907,0.2118623,0.21609765,0.17375113,0.17874697,0.15736273,0.26529464,0.25403413,0.22367987,0.27141574,0.41811943,0.45108712,0.9999997,0.5210082,0.06407793,-0.0061972197,0.06747523,0.30108136,0.24099484,0.24933949,0.27734667,0.07064636,-0.06957646,-0.03039873,-0.055072773,-0.027088203
shoe,-0.04571101,-0.032209083,-0.13132781,-0.06615595,-0.035980687,-0.10028404,-0.119570695,-0.044181757,-0.052454356,-0.00737286,-0.11288739,-0.12224914,-0.044230156,-0.0421542,-0.04994525,-0.0539408,-0.06632103,-0.071800016,-0.005689828,0.35360757,0.36939624,0.3536779,-0.0066341083,-0.0022155195,-0.08793261,0.22381762,0.027122287,0.06312715,0.021118391,0.026358921,-0.035439532,-0.012108053,0.060267568,-0.0692613,-0.05930418,-0.088189796,-0.09812845,-0.12624203,0.031380665,-0.030546265,-0.019653302,-0.02612516,-0.08031717,-0.09597191,0.12013594,-0.021412604,-0.08796032,0.0078316,0.05953275,0.12614106,0.019336015,0.019367611,0.117601864,0.07434854,-0.029283214,0.017731525,-0.081247956,-0.10615334,-0.13703203,-0.046428718,-0.1602215,-0.015685506,-0.06450006,-0.034894444,0.05405754,-0.11707333,-0.052111834,-0.084651455,-0.046937674,-0.038359486,-0.08691434,-0.050789334,-0.08558491,-0.118627146,-0.13730255,-0.13092273,-0.051912196,-0.011803891,-0.18735458,-0.17298746,-0.13855204,-0.041714143,-0.13644096,-0.099445105,-0.123077594,-0.15267949,-0.059795134,-0.07255006,-0.1544478,-0.05839508,-0.13240738,-0.1071178,-0.104102686,-0.021828856,-0.112539634,0.2709661,-0.034169644,0.019581476,0.00040206453,-0.015195966,-0.018798558,-0.095368296,-0.040295232,-0.0069097276,-0.007545531,0.09210622,0.024911948,0.012049374,0.0010867678,-0.045625824,-0.08304452,-0.01003889,0.014615762,-0.13098618,-0.049998734,0.047098693,0.028195437,-0.109219864,-0.08342106,-0.06711864,0.03268808,-0.032380015,-0.0772188,0.030040085,0.020481192,0.021907313,-0.062368922,-0.11183342,-0.08628686,-0.032542977,-0.04387418,-0.043211956,-0.07552234,-0.039904967,0.092388116,0.034183096,0.1571565,0.16437364,0.26649487,0.26380214,0.12529936,0.07249682,0.0028824732,0.18791652,0.18698867,0.29157934,0.24447338,0.1637018,0.36375308,0.5210082,0.9999999,0.027750269,0.020620016,0.088251814,0.0064228103,0.30033737,0.20374945,0.25218916,0.1806938,0.008306093,0.058621805,-0.08838683,-0.015933927
toy,0.120129384,0.07715705,0.06812171,0.031938538,0.0013857032,0.028032705,0.05201346,-0.0035582408,0.045829114,0.06842613,0.028176785,-0.06592834,0.122187465,0.045445155,0.025775498,0.03941851,-0.0036147065,0.041036624,-0.0048800465,0.036267634,-0.067125574,-0.096768565,-0.0023603365,-0.05801552,-0.05865232,-0.09237607,-0.10963118,-0.0222792,-0.13251413,0.010814536,-0.067874715,-0.0452996,-0.019053336,-0.1131822,-0.045121446,-0.060463544,-0.17585501,-0.112503305,-0.04725181,-0.022191677,-0.11275764,-0.09568035,-0.0980238,-0.13136698,0.1268399,0.085534826,-0.010346292,-0.07638281,-0.02026195,0.042390365,0.024094388,0.054173857,0.28858256,0.03677365,0.10413905,0.08822,0.08444393,0.000736529,-0.17176099,-0.11648007,-0.028924841,0.021164818,0.07675367,0.06065063,-0.0059575206,-0.09533109,-0.06293673,-0.052206423,-0.034333155,-0.035871312,-0.12492905,-0.09713568,-0.05115527,-0.051096845,-0.10142955,-0.039654903,-0.026755422,-0.06467335,-0.13201955,-0.10863451,-0.14507185,-0.099072844,-0.14110182,-0.06645849,-0.12180524,-0.085180536,-0.065399736,-0.061701596,-0.035844848,-0.055667937,-0.08704197,-0.087203324,-0.024925044,-0.015314324,-0.14501382,-0.016734399,-0.021710131,0.013533759,0.08412735,0.16278651,-0.03075797,-0.0453514,-0.0991925,0.084011644,0.04854095,0.060111523,0.09299788,0.037983075,0.01719869,0.00805914,0.056361526,-0.046033,0.025357336,-0.101363495,0.058699127,0.039342433,0.06499542,-0.0026708823,0.022095256,-0.01082132,0.023810416,-0.02135983,-0.07246776,-0.024030741,-0.027381012,0.049699537,-0.08800172,-0.12793404,-0.021767193,-0.023106813,-0.045457948,0.06920475,0.07162034,0.14465003,0.08761922,0.046020016,0.06375287,0.040074464,0.016474165,0.02956706,-0.036846075,-0.0047750957,-0.019427322,-0.050338544,-0.008840296,-0.0063059367,0.0024010912,0.02808131,-0.017918784,0.06407793,0.027750269,1.0000002,0.312849,0.09171648,0.1776964,0.08080158,0.027000317,0.086562425,0.03250516,0.037538797,0.053802818,-0.099298164,0.41621077
doll,-0.021525562,-0.002783532,0.008121539,-0.010838948,-0.023928706,0.01421066,-0.028478285,-0.0732352,-0.04256501,-0.06352816,0.008281731,0.035277136,-0.037499905,-0.047241498,-0.06774812,0.06943336,0.060104724,0.08239028,0.08018279,-0.008418703,-0.07113371,-0.08146021,-0.028376479,0.016616775,-0.07995888,-0.00027657207,0.105008826,-0.035168372,0.020192677,0.087300345,-0.07014206,-0.11366608,-0.08740057,-0.10565218,-0.05868139,-0.05950556,-0.02606764,0.018270673,-0.039567444,0.044990428,-0.00042025093,-0.008761375,-0.07300794,0.018925793,0.13089012,0.08042804,0.0061359666,0.010207066,-0.024045847,0.046642363,0.024350429,0.022176053,0.16447519,0.04113739,0.01099656,0.018492699,0.025268428,0.030099379,-0.05884497,-0.046023436,-0.069846734,-0.04788831,0.025864027,0.06383179,-0.052326303,-0.07978882,-0.10733388,-0.07185173,-0.037235368,-0.0851474,-0.061242104,-0.13732949,-0.06836211,-0.06412727,-0.04889497,-0.05186185,-0.070298955,0.05564809,-0.056245405,-0.07252613,-0.13338462,-0.114268444,-0.12741224,-0.12915914,-0.104595415,-0.14886007,-0.06837207,-0.17124802,-0.15289326,-0.08933312,-0.13484764,-0.07419054,0.010748835,0.04569546,-0.0077703204,0.0034858852,-0.012924079,-0.006405375,0.018714994,0.0206594,-0.022055428,0.0112452805,0.052289378,0.04159248,-0.021283206,0.013234969,-0.003838418,-0.044211134,-0.00022762083,-0.06395903,-0.056146424,-0.04071738,-0.032168195,-0.031260528,0.0480061,0.026999965,0.11829039,0.010835417,-0.056774992,0.039803095,0.044037607,-0.08168186,-0.07561141,0.041306295,-0.03942041,-0.009366032,-0.10942736,-0.06249333,-0.015334007,0.09829442,-0.02275154,-0.05261041,-0.09032534,-0.046953514,-0.058409955,-0.025881438,0.35460216,0.24159092,0.04314491,0.0856535,0.13582578,0.1259017,0.1515918,-0.007733483,0.038332738,0.06536171,0.07014549,0.13346468,0.023168426,-0.0061972197,0.020620016,0.312849,0.99999994,0.11307357,0.20084272,0.15527624,-0.017202873,0.017720971,0.05555636,0.07505588,0.10715968,-0.10520276,0.17364675
necklace,-0.022012,-0.08573368,-0.026364626,-0.07779631,0.0029205987,-0.033404253,-0.036060177,-0.14861026,-0.13473009,-0.06495322,-0.05313074,-0.09539832,-0.021066733,-0.04446942,-0.10410329,-0.09971417,-0.05229041,-0.069909915,-0.0063540167,0.19285455,-0.008372903,0.028670734,0.0068539735,-0.011827849,-0.06502877,-0.044523664,0.111236885,0.13156234,0.06419476,-1.4035031e-05,0.02120522,0.05826862,0.12701853,-0.03823752,-0.08198227,-0.049847737,-0.13224372,-0.14483663,0.039754212,0.004427319,0.030341946,0.0028903875,-0.06930037,-0.036140814,-0.04924823,0.0007913485,-0.015308196,0.118580684,0.046161704,0.1317518,-0.077080645,-0.035488617,-0.10669659,-0.050079003,0.08834489,0.033519622,-0.019547522,-0.045654085,-0.16466494,-0.13845733,-0.08719298,0.12463647,-0.07908023,0.07489789,-0.016300075,-0.17331398,-0.09552613,-0.13568157,-0.09200428,-0.019200765,-0.14161961,-0.17778519,-0.10898654,-0.08456211,-0.099849,-0.1321998,-0.0073050186,0.004913999,-0.063145965,-0.08022658,0.025175601,-0.093118,-0.09200757,-0.11345671,-0.16251993,-0.215424,-0.14584795,-0.17815617,-0.1332583,-0.07730265,-0.12887341,-0.18829963,-0.124200776,-0.05018554,-0.1389612,0.16177782,-0.062756926,0.011093017,-0.018172726,-0.047247723,0.118852146,-0.048422944,-0.02344149,-0.017989734,0.0074069668,0.057939958,-0.11522486,-0.12348558,-0.098299,-0.024152605,0.027605634,0.018335523,0.06051563,-0.055517774,0.1028316,0.21855354,0.13419777,0.06324679,0.12029101,0.09732066,0.10347065,-0.07715987,-0.031263676,0.026221288,0.022353264,-0.100219674,-0.09233811,-0.11273311,-0.07521847,0.12811989,0.110466644,0.045757838,-0.049983956,0.1049266,-0.009618353,0.10961703,0.356207,0.20612125,0.18375713,0.20854625,0.10506245,0.19251746,0.29637706,0.04794678,0.08904563,0.09404823,0.09476593,0.16243577,0.1042763,0.06747523,0.088251814,0.09171648,0.11307357,0.99999994,0.31395,0.3214857,0.2320204,0.15502575,0.24826422,0.1113756,-0.04072596,-0.13309109,0.058971137
